9_1_0,23_1_0,23_1_1
9_1_3329,TarsalBone,23_1_4200
9_1_3330,TarsalRow,23_1_3677
9_1_3331,PathologicalPhenomenon,23_1_4202
9_1_3332,PeripheralPerfusion,23_1_206
9_1_3333,Smell,23_1_206
9_1_3334,TouchSensation,23_1_206
9_1_3335,Phenomenon,23_1_4204
9_1_3336,VisualAxis,23_1_4205
9_1_3337,Diverticulum,23_1_4206
9_1_3338,PathologicalPhenomenon,23_1_4207
9_1_3339,PathologicalBodyStructure,23_1_4208
9_1_3340,Device,23_1_4209
9_1_3341,BodyStructure,23_1_1597
9_1_3342,PotentialCavity,23_1_1079
9_1_3343,BodyStructure,23_1_4210
9_1_3344,BodyStructure,23_1_4211
9_1_3345,BodyStructure,23_1_4212
9_1_3346,InternalRegion,23_1_1415
9_1_3347,BodyStructure,23_1_4213
9_1_3348,BodyStructure,23_1_4214
9_1_3349,BodyStructure,23_1_4215
9_1_3350,BodyStructure,23_1_4216
9_1_3351,InternalRegion,23_1_4217
9_1_3352,PotentialCavity,23_1_4218
9_1_3353,InternalRegion,23_1_1418
9_1_3354,InternalRegion,23_1_1439
9_1_3355,BodyStructure,23_1_4219
9_1_3356,InternalRegion,23_1_4220
9_1_3357,Human,23_1_4222
9_1_3358,DogBite,23_1_129
9_1_3359,Dominance,23_1_4225
9_1_3360,Dopamine,23_1_273
9_1_3361,Dopamine,23_1_4226
9_1_3362,DigitalNerveOfHand,23_1_4244
9_1_3363,InterosseusMuscleOfFoot,23_1_741
9_1_3364,InterosseusMuscleOfHand,23_1_741
9_1_3365,SurfaceOfTongue,23_1_4228
9_1_3366,DoubleOutletHeartVentricle,23_1_884
9_1_3367,DoubleOutletHeartVentricle,23_1_931
9_1_3368,Douching,23_1_1536
9_1_3369,PsychologicalConstruct,23_1_4262
9_1_3370,PhysicalPresentation,23_1_4264
9_1_3371,GeneralisedProcess,23_1_4265
9_1_3372,OperatingByPerson,23_1_4266
9_1_3373,Drowsiness,23_1_129
9_1_3374,ChemicalSubstance,23_1_1939
9_1_3375,DrugContraindication,23_1_4267
9_1_3376,Addiction,23_1_4268
9_1_3377,AllergyProcess,23_1_4269
9_1_3378,Drug,23_1_4270
9_1_3379,Drug,23_1_4272
9_1_3380,Drug,23_1_4273
9_1_3381,Device,23_1_4276
9_1_3382,Device,23_1_4277
9_1_3383,Frequency,23_1_4278
9_1_3384,Mass,23_1_4279
9_1_3385,BasicDrugForm,23_1_4280
9_1_3386,DrugClinicalEffect,23_1_4281
9_1_3387,Cystitis,23_1_4282
9_1_3388,ExtrapyramidalSymptom,23_1_4283
9_1_3389,Nephritis,23_1_4282
9_1_3390,Pyrexia,23_1_4284
9_1_3391,ManufacturingProcess,23_1_4285
9_1_3392,PoisoningProcess,23_1_4269
9_1_3393,NebuliserDevice,23_1_4276
9_1_3394,Enactment,23_1_4286
9_1_3395,DrugContraindication,23_1_4274
9_1_3396,DrugClinicalEffect,23_1_3914
9_1_3397,TreatmentAct,23_1_4289
9_1_3398,SymptomOfAbnormalDrynessOfMucousMembrane,23_1_220
9_1_3399,SymptomOfAbnormalDrynessOfMucousMembrane,23_1_222
9_1_3400,MucousMembrane,23_1_4292
9_1_3401,Substance,23_1_4296
9_1_3402,BodyCavity,23_1_4297
9_1_3403,Papilla,23_1_4298
9_1_3404,PathologicalPhenomenon,23_1_4300
9_1_3405,BodyWall,23_1_4301
9_1_3406,InflammationLesion,23_1_318
9_1_3407,NonDirectInspecting,23_1_4305
9_1_3408,ContractureLesion,23_1_4312
9_1_3409,PlanarDefect,23_1_4321
9_1_3410,Duration,23_1_4322
9_1_3411,PhysicalPresentation,23_1_4323
9_1_3412,Swallowing,23_1_4325
9_1_3413,Dynophagia,23_1_223
9_1_3414,Dynophagia,23_1_129
9_1_3415,Paraesthesia,23_1_2471
9_1_3416,PathologicalPhenomenon,23_1_4326
9_1_3417,UterineHaemorrhage,23_1_213
9_1_3418,Organogenesis,23_1_206
9_1_3419,PathologicalBodyStructure,23_1_4328
9_1_3420,MenstrualFlow,23_1_4330
9_1_3421,Motility,23_1_143
9_1_3422,AbdominalPain,23_1_4331
9_1_3423,Dyspareunia,23_1_129
9_1_3424,Swallowing,23_1_206
9_1_3425,Dysphagia,23_1_223
9_1_3426,Dysphagia,23_1_129
9_1_3427,Dysphonia,23_1_129
9_1_3428,PathologicalBodyStructure,23_1_4335
9_1_3429,PersonalityType,23_1_4336
9_1_3430,Micturition,23_1_4337
9_1_3431,Dysuria,23_1_129
9_1_3432,Micturition,23_1_206
9_1_3433,Phenomenon,23_1_4338
9_1_3434,ECGTrace,23_1_4339
9_1_3435,DetectingProcess,23_1_4340
9_1_3436,Phenomenon,23_1_4341
9_1_3437,ECGTest,23_1_4342
9_1_3438,Phenomenon,23_1_4345
9_1_3439,DetectingProcess,23_1_4348
9_1_3440,Mineralization,23_1_4350
9_1_3441,StyloidProcess,23_1_4351
9_1_3442,AuralDischarge,23_1_129
9_1_3443,ExaminingProcess,23_1_4360
9_1_3444,Displacement,23_1_4361
9_1_3445,PathologicalPhenomenon,23_1_4360
9_1_3446,TransducingProcess,23_1_4363
9_1_3447,SwellingSymptom,23_1_1761
9_1_3448,Symptom,23_1_4360
9_1_3449,EarPain,23_1_129
9_1_3450,WakingProcess,23_1_4364
9_1_3451,VoluntaryEating,23_1_129
9_1_3452,Distribution,23_1_4366
9_1_3453,Ecchymosis,23_1_223
9_1_3454,Ecchymosis,23_1_129
9_1_3455,ImagingProcess,23_1_1720
9_1_3456,AdrenalGland,23_1_4371
9_1_3457,BodyStructure,23_1_4371
9_1_3458,Tissue,23_1_4371
9_1_3459,Conceptus,23_1_4371
9_1_3460,GeneralisedProcess,23_1_4373
9_1_3461,Depolarising,23_1_4374
9_1_3462,EctopicThyroidGland,23_1_4375
9_1_3463,ParathyroidGland,23_1_4371
9_1_3464,Pregnancy,23_1_4378
9_1_3465,EctopicThyroidGland,23_1_4379
9_1_3466,Testis,23_1_4371
9_1_3467,ThyroidGland,23_1_4371
9_1_3468,UrinaryBladder,23_1_4371
9_1_3469,PrematureBeat,23_1_4381
9_1_3470,SkinRash,23_1_4382
9_1_3471,SkinRash,23_1_4383
9_1_3472,Enactment,23_1_4384
9_1_3473,DrugPhysiologicalEffect,23_1_4385
9_1_3474,CreatingProcess,23_1_4386
9_1_3475,CostalCartilage,23_1_4391
9_1_3476,Semen,23_1_4404
9_1_3477,Volume,23_1_4405
9_1_3478,PathologicalBodyStructure,23_1_4409
9_1_3479,Elation,23_1_129
9_1_3480,ExaminingProcess,23_1_4422
9_1_3481,SynovialMembrane,23_1_2891
9_1_3482,ExaminingProcess,23_1_4426
9_1_3483,ArticulationProcess,23_1_625
9_1_3484,Displacement,23_1_4427
9_1_3485,Sign,23_1_4422
9_1_3486,Symptom,23_1_4422
9_1_3487,AgeState,23_1_4428
9_1_3488,PowerSource,23_1_4430
9_1_3489,Conduction,23_1_3699
9_1_3490,Depolarising,23_1_4362
9_1_3491,ElectricalConduction,23_1_260
9_1_3492,Device,23_1_4433
9_1_3493,PowerSource,23_1_4436
9_1_3494,ElectricalConduction,23_1_4437
9_1_3495,DetectingProcess,23_1_4438
9_1_3496,Microscopy,23_1_4439
9_1_3497,Generating,23_1_4440
9_1_3498,Destroying,23_1_4441
9_1_3499,STSegmentOfECGTrace,23_1_4442
9_1_3500,CostalCartilage,23_1_4443
9_1_3501,PhysicalPresentation,23_1_4456
9_1_3502,PathologicalBodyStructure,23_1_4457
9_1_3503,AgeState,23_1_4459
9_1_3504,Tissue,23_1_4460
9_1_3505,Urgency,23_1_4462
9_1_3506,Eminence,23_1_4463
9_1_3507,Human,23_1_4466
9_1_3508,Pus,23_1_877
9_1_3509,DentalCaries,23_1_4467
9_1_3510,StructuralComponentOfTooth,23_1_4468
9_1_3511,InflammationLesion,23_1_3106
9_1_3512,PathologicalPhenomenon,23_1_2662
9_1_3513,Constructing,23_1_4469
9_1_3514,EndToSideAnastomosisStructure,23_1_4087
9_1_3515,Route,23_1_4470
9_1_3516,Route,23_1_4472
9_1_3517,Endocardium,23_1_788
9_1_3518,Endocardium,23_1_4474
9_1_3519,FibrosisLesion,23_1_4475
9_1_3520,Endocardium,23_1_4476
9_1_3521,ContactElectrode,23_1_4477
9_1_3522,InflammationLesion,23_1_4475
9_1_3523,Route,23_1_4479
9_1_3524,Displacement,23_1_425
9_1_3525,BodyStructure,23_1_4481
9_1_3526,Sign,23_1_1267
9_1_3527,BodyStructure,23_1_4491
9_1_3528,PathologicalPhenomenon,23_1_1267
9_1_3529,Phenomenon,23_1_1267
9_1_3530,NeoplasticLesion,23_1_1267
9_1_3531,AtrophicLesion,23_1_4492
9_1_3532,HyperplasticLesion,23_1_4492
9_1_3533,HypoplasticLesion,23_1_4492
9_1_3534,NeoplasticLesion,23_1_2374
9_1_3535,PathologicalPhenomenon,23_1_2374
9_1_3536,Regeneration,23_1_4493
9_1_3537,BodyStructure,23_1_4494
9_1_3538,EndometrioidStructure,23_1_4371
9_1_3539,InflammationLesion,23_1_4492
9_1_3540,NonDirectInspecting,23_1_4495
9_1_3541,NonDirectInspecting,23_1_4496
9_1_3542,SurgicalDeed,23_1_4497
9_1_3543,EffectOfAlcohol,23_1_4499
9_1_3544,Recessing,23_1_4500
9_1_3545,SurgicalAnastomosisStructure,23_1_4501
9_1_3546,ProlapseLesion,23_1_4502
9_1_3547,AcquisitionMode,23_1_4503
9_1_3548,Protein,23_1_1462
9_1_3549,Catalysing,23_1_4505
9_1_3550,Eosinophil,23_1_1066
9_1_3551,InvestigationAct,23_1_4506
9_1_3552,InflammationLesion,23_1_4509
9_1_3553,ContactElectrode,23_1_4511
9_1_3554,Epicondyle,23_1_3575
9_1_3555,PathologicalCyst,23_1_4514
9_1_3556,Toughness,23_1_4515
9_1_3557,HyperplasticProcess,23_1_4516
9_1_3558,BodyLayer,23_1_4517
9_1_3559,EpidermalStructure,23_1_3969
9_1_3560,NecrosisLesion,23_1_2278
9_1_3561,PathologicalPhenomenon,23_1_4519
9_1_3562,BodyRegion,23_1_4520
9_1_3563,EpidermalStructure,23_1_3981
9_1_3564,Cyst,23_1_4524
9_1_3565,InflammationLesion,23_1_4524
9_1_3566,Haematoma,23_1_336
9_1_3567,Route,23_1_4527
9_1_3568,Displacement,23_1_4528
9_1_3569,EpigastricPain,23_1_129
9_1_3570,Oedema,23_1_4531
9_1_3571,SoftTissueTubercle,23_1_4532
9_1_3572,InflammationLesion,23_1_4531
9_1_3573,EpiphysealCartilage,23_1_3444
9_1_3574,EpiphysealCartilage,23_1_3445
9_1_3575,EpiphysealCartilage,23_1_3454
9_1_3576,EpiphysealCartilage,23_1_3506
9_1_3577,EpiphysealCartilage,23_1_3533
9_1_3578,EpiphysealCartilage,23_1_3536
9_1_3579,Maturation,23_1_4538
9_1_3580,Fracture,23_1_4539
9_1_3581,Epiphysis,23_1_4540
9_1_3582,Epiphysis,23_1_3444
9_1_3583,Epiphysis,23_1_3445
9_1_3584,Epiphysis,23_1_3454
9_1_3585,Epiphysis,23_1_3506
9_1_3586,Epiphysis,23_1_3533
9_1_3587,Epiphysis,23_1_3536
9_1_3588,AbnormalMaleUrethralMeatus,23_1_4544
9_1_3589,BleedingSymptom,23_1_4545
9_1_3590,BenignNeoplasticProcess,23_1_4546
9_1_3591,BodyStructure,23_1_3597
9_1_3592,Transmitting,23_1_4551
9_1_3593,ErectionOfPenis,23_1_143
9_1_3594,Tumescing,23_1_4553
9_1_3595,ChemicalSubstance,23_1_4078
9_1_3596,ErgotAlkaloidChemical,23_1_273
9_1_3597,PathologicalBodyStructure,23_1_4556
9_1_3598,ErosionLesion,23_1_4557
9_1_3599,ErosionLesion,23_1_320
9_1_3600,UlcerOrErosionLesion,23_1_4557
9_1_3601,Displacement,23_1_4559
9_1_3602,InfectionLesion,23_1_4560
9_1_3603,RednessOfSkin,23_1_4561
9_1_3604,Erythema,23_1_129
9_1_3605,Panniculitis,23_1_4564
9_1_3606,Normocyte,23_1_1066
9_1_3607,InvestigationAct,23_1_4565
9_1_3608,PathologicalPhenomenon,23_1_4566
9_1_3609,Erythrocyte,23_1_1066
9_1_3610,Duration,23_1_4567
9_1_3611,Haematopoiesis,23_1_1771
9_1_3612,Displacement,23_1_4568
9_1_3613,Haematopoietin,23_1_273
9_1_3614,Displacement,23_1_4569
9_1_3615,PathologicalPhenomenon,23_1_4570
9_1_3616,PepticUlcer,23_1_4557
9_1_3617,Peristalsis,23_1_4571
9_1_3618,BodyStructure,23_1_4572
9_1_3619,InflammationLesion,23_1_4557
9_1_3620,Phospholipid,23_1_4587
9_1_3621,SystemicHypertension,23_1_4588
9_1_3622,Estradiol,23_1_273
9_1_3623,Estriol,23_1_273
9_1_3624,Estrone,23_1_273
9_1_3625,Ethanol,23_1_273
9_1_3626,Ether,23_1_273
9_1_3627,ActualCavity,23_1_4599
9_1_3628,InflammationLesion,23_1_4601
9_1_3629,Episode,23_1_4602
9_1_3630,BodyStructure,23_1_677
9_1_3631,ClinicalAct,23_1_4603
9_1_3632,ModifierConcept,23_1_4604
9_1_3633,ExaminingProcess,23_1_3599
9_1_3634,ExaminingProcess,23_1_4605
9_1_3635,ExaminingProcess,23_1_4606
9_1_3636,ExaminingProcess,23_1_4607
9_1_3637,ExaminingProcess,23_1_4608
9_1_3638,SkinRash,23_1_3842
9_1_3639,Substance,23_1_4610
9_1_3640,Excretion,23_1_843
9_1_3641,OrganismTolerance,23_1_4613
9_1_3642,TwelveLeadECGTest,23_1_4614
9_1_3643,Activity,23_1_3281
9_1_3644,PathologicalBodyStructure,23_1_4615
9_1_3645,Dermatitis,23_1_4616
9_1_3646,Secretion,23_1_4620
9_1_3647,Advancing,23_1_4500
9_1_3648,AirwayObstruction,23_1_4623
9_1_3649,StridorSymptom,23_1_4624
9_1_3650,Exploring,23_1_4625
9_1_3651,SkullFractureType,23_1_4626
9_1_3652,Extension,23_1_172
9_1_3653,Extension,23_1_4643
9_1_3654,Extension,23_1_4644
9_1_3655,Extension,23_1_4645
9_1_3656,Extension,23_1_4646
9_1_3657,Extension,23_1_4647
9_1_3658,Extension,23_1_4648
9_1_3659,Extension,23_1_4649
9_1_3660,Muscle,23_1_4651
9_1_3661,Tendon,23_1_4652
9_1_3662,ExaminingProcess,23_1_4656
9_1_3663,BodyWall,23_1_4657
9_1_3664,CervicalOs,23_1_4670
9_1_3665,Implantability,23_1_4672
9_1_3666,Immobilizing,23_1_727
9_1_3667,ExaminingProcess,23_1_4677
9_1_3668,VarixLesion,23_1_4678
9_1_3669,Lymphnode,23_1_4683
9_1_3670,NasalMeatus,23_1_4687
9_1_3671,SphincterAniMuscle,23_1_4692
9_1_3672,AtLeastPairedBodyWall,23_1_4692
9_1_3673,Fragmenting,23_1_4694
9_1_3674,PathologicalPhenomenon,23_1_4695
9_1_3675,BodyStructure,23_1_4696
9_1_3676,Pumping,23_1_2489
9_1_3677,HaemorrhageLesion,23_1_336
9_1_3678,AkathisiaSymptom,23_1_4700
9_1_3679,BradykinesiaSymptom,23_1_4700
9_1_3680,MuscularHypertoniaSymptom,23_1_4700
9_1_3681,Symptom,23_1_4701
9_1_3682,MuscleTremorSymptom,23_1_4700
9_1_3683,Displacement,23_1_4702
9_1_3684,Sign,23_1_4706
9_1_3685,Symptom,23_1_4706
9_1_3686,SkinPathology,23_1_4707
9_1_3687,Colour,23_1_4722
9_1_3688,Irritation,23_1_4723
9_1_3689,Displacement,23_1_4724
9_1_3690,PathologicalPhenomenon,23_1_4725
9_1_3691,EyeWatering,23_1_129
9_1_3692,PathologicalPhenomenon,23_1_4746
9_1_3693,PathologicalPhenomenon,23_1_4747
9_1_3694,PathologicalPhenomenon,23_1_4605
9_1_3695,SwellingSymptom,23_1_2479
9_1_3696,SolidStructure,23_1_4748
9_1_3697,LysosomalAccumulation,23_1_4750
9_1_3698,ExaminingProcess,23_1_4795
9_1_3699,Route,23_1_4796
9_1_3700,Bone,23_1_4805
9_1_3701,InflammationLesion,23_1_4806
9_1_3702,Erythema,23_1_4807
9_1_3703,BodyStructure,23_1_4828
9_1_3704,Hair,23_1_4829
9_1_3705,Hyperpigmentation,23_1_4830
9_1_3706,Hypertrichosis,23_1_4831
9_1_3707,Joint,23_1_4805
9_1_3708,ExaminingProcess,23_1_4840
9_1_3709,NerveDistribution,23_1_4841
9_1_3710,Oedema,23_1_4806
9_1_3711,MuscleContractionProcess,23_1_4842
9_1_3712,NonOcclusalSurfaceOfTooth,23_1_4843
9_1_3713,ChemicalPathway,23_1_4844
9_1_3714,ChemicalPathway,23_1_4845
9_1_3715,FaecalIncontinence,23_1_223
9_1_3716,FaecalIncontinence,23_1_129
9_1_3717,Anaesthesia,23_1_4847
9_1_3718,Organism,23_1_4848
9_1_3719,Insulin,23_1_4852
9_1_3720,Sheath,23_1_1518
9_1_3721,PositiveDirectCoombsTestResult,23_1_4863
9_1_3722,RaisedSerumCholesterolConcentration,23_1_4865
9_1_3723,HyperLipidaemia,23_1_4865
9_1_3724,HistoryTakingAct,23_1_4866
9_1_3725,LysosomalAccumulation,23_1_4869
9_1_3726,FascialCompartment,23_1_1359
9_1_3727,FascialCompartment,23_1_1363
9_1_3728,FascialCompartment,23_1_1372
9_1_3729,FascialCompartment,23_1_1377
9_1_3730,SeptalConductionFibres,23_1_4871
9_1_3731,AtrialFibrillation,23_1_4872
9_1_3732,Device,23_1_4873
9_1_3733,ModifierConcept,23_1_4876
9_1_3734,FattyTissue,23_1_485
9_1_3735,Solubility,23_1_4877
9_1_3736,Human,23_1_4878
9_1_3737,PathologicalBodyStructure,23_1_4879
9_1_3738,FattyDegenerationLesion,23_1_4880
9_1_3739,FattyDegenerationLesion,23_1_3634
9_1_3740,Fear,23_1_129
9_1_3741,Feature,23_1_129
9_1_3742,Seizure,23_1_4881
9_1_3743,Excretion,23_1_4882
9_1_3744,Flow,23_1_4882
9_1_3745,Displacement,23_1_4886
9_1_3746,BodyStructure,23_1_4099
9_1_3747,PathologicalBodyProcess,23_1_4897
9_1_3748,PathologicalPhenomenon,23_1_4897
9_1_3749,ExaminingProcess,23_1_4897
9_1_3750,Symptom,23_1_4897
9_1_3751,BleedingSymptom,23_1_4911
9_1_3752,Infertility,23_1_4912
9_1_3753,ExaminingProcess,23_1_4929
9_1_3754,SoftTissue,23_1_4930
9_1_3755,ExaminingProcess,23_1_4932
9_1_3756,ExaminingProcess,23_1_4912
9_1_3757,Symptom,23_1_4912
9_1_3758,ChemicalSubstance,23_1_4936
9_1_3759,BodyStructure,23_1_4937
9_1_3760,Sign,23_1_4332
9_1_3761,Symptom,23_1_4332
9_1_3762,ExaminingProcess,23_1_4939
9_1_3763,FeminisingProcess,23_1_143
9_1_3764,ArticularSurface,23_1_3444
9_1_3765,Condyle,23_1_1125
9_1_3766,Epicondyle,23_1_1125
9_1_3767,Fracture,23_1_4949
9_1_3768,BonyHead,23_1_4950
9_1_3769,NutrientArtery,23_1_4961
9_1_3770,Shaft,23_1_4962
9_1_3771,Fracture,23_1_4966
9_1_3772,ProstheticPatch,23_1_4976
9_1_3773,Gait,23_1_4978
9_1_3774,Platelet,23_1_4979
9_1_3775,Endoscope,23_1_4980
9_1_3776,Synchronicity,23_1_1718
9_1_3777,FibrillationOfMuscle,23_1_129
9_1_3778,Hydrolysing,23_1_4982
9_1_3779,DegenerativeLesion,23_1_4985
9_1_3780,BenignNeoplasticProcess,23_1_4986
9_1_3781,FibrousHyperplasticLesion,23_1_4987
9_1_3782,HyperplasticProcess,23_1_4988
9_1_3783,PathologicalBodyStructure,23_1_4989
9_1_3784,PathologicalBodyStructure,23_1_4991
9_1_3785,BodyStructure,23_1_1703
9_1_3786,HyperplasticProcess,23_1_4993
9_1_3787,PathologicalBodyStructure,23_1_4994
9_1_3788,Joint,23_1_1703
9_1_3789,Membrane,23_1_1703
9_1_3790,Notch,23_1_4996
9_1_3791,NutrientArtery,23_1_4997
9_1_3792,Shaft,23_1_4998
9_1_3793,SynovialMembrane,23_1_4999
9_1_3794,CostalCartilage,23_1_4189
9_1_3795,Metacarpal,23_1_4189
9_1_3796,SynovialMembrane,23_1_5016
9_1_3797,DistalMetacarpalHead,23_1_2313
9_1_3798,ProximalPhalangealHead,23_1_5017
9_1_3799,Metatarsal,23_1_4189
9_1_3800,SynovialMembrane,23_1_5020
9_1_3801,DistalMetatarsalHead,23_1_2314
9_1_3802,ProximalPhalangealHead,23_1_5021
9_1_3803,SynovialMembrane,23_1_5026
9_1_3804,KeratinNail,23_1_4120
9_1_3805,PhysicalPresentation,23_1_5034
9_1_3806,HollowNeedle,23_1_5037
9_1_3807,BoneMarrowStructure,23_1_2505
9_1_3808,ExaminingProcess,23_1_5039
9_1_3809,Joint,23_1_1620
9_1_3810,ExaminingProcess,23_1_5040
9_1_3811,KeratinNail,23_1_4190
9_1_3812,ExaminingProcess,23_1_5041
9_1_3813,Displacement,23_1_5042
9_1_3814,OedemaSymptom,23_1_5043
9_1_3815,Displacement,23_1_5044
9_1_3816,SwellingSymptom,23_1_5043
9_1_3817,SynovialMembrane,23_1_5045
9_1_3818,CostalCartilage,23_1_5052
9_1_3819,Human,23_1_5060
9_1_3820,DorsalInterosseusMuscleOfFoot,23_1_5065
9_1_3821,DorsalInterosseusMuscleOfHand,23_1_5066
9_1_3822,ChemicalSubstance,23_1_3012
9_1_3823,FirstGenerationCephalosporinChemical,23_1_273
9_1_3824,InterMetatarsalSpace,23_1_5052
9_1_3825,SynovialMembrane,23_1_5072
9_1_3826,LumbricalOfFoot,23_1_5065
9_1_3827,LumbricalOfHand,23_1_5066
9_1_3828,Metacarpal,23_1_5052
9_1_3829,SynovialMembrane,23_1_5077
9_1_3830,DistalMetacarpalHead,23_1_2315
9_1_3831,ProximalPhalangealHead,23_1_5078
9_1_3832,Metatarsal,23_1_5052
9_1_3833,SynovialMembrane,23_1_5080
9_1_3834,DistalMetatarsalHead,23_1_2316
9_1_3835,ProximalPhalangealHead,23_1_5081
9_1_3836,PalmarInterosseusMuscleOfHand,23_1_5066
9_1_3837,PlantarInterosseusMuscleOfFoot,23_1_5065
9_1_3838,SynovialMembrane,23_1_5084
9_1_3839,WebSpace,23_1_5052
9_1_3840,WebSpaceOfFoot,23_1_5052
9_1_3841,WebSpaceOfHand,23_1_5052
9_1_3842,Oil,23_1_5088
9_1_3843,FishOilExtract,23_1_273
9_1_3844,Fissure,23_1_1407
9_1_3845,Constructing,23_1_5090
9_1_3846,Device,23_1_5093
9_1_3847,SkullFractureType,23_1_5094
9_1_3848,PhysicalPresentation,23_1_5095
9_1_3849,Shape,23_1_1643
9_1_3850,Flatulence,23_1_223
9_1_3851,Flatulence,23_1_129
9_1_3852,Rigidity,23_1_5099
9_1_3853,Inspecting,23_1_4495
9_1_3854,Flexion,23_1_172
9_1_3855,Flexion,23_1_4643
9_1_3856,Flexion,23_1_4644
9_1_3857,Flexion,23_1_4645
9_1_3858,Flexion,23_1_4646
9_1_3859,Flexion,23_1_4647
9_1_3860,Flexion,23_1_4648
9_1_3861,Muscle,23_1_5110
9_1_3862,PortionOfBaseOfSkull,23_1_2324
9_1_3863,PortionOfBaseOfSkull,23_1_2325
9_1_3864,PortionOfBaseOfSkull,23_1_2326
9_1_3865,SexualDesire,23_1_5133
9_1_3866,DietaryFluidIntake,23_1_129
9_1_3867,Liquid,23_1_5134
9_1_3868,DetectingProcess,23_1_2845
9_1_3869,PhysicalPresentation,23_1_5136
9_1_3870,Seizure,23_1_5138
9_1_3871,LiquidBlood,23_1_5139
9_1_3872,BodyPart,23_1_5140
9_1_3873,CardiovascularSystem,23_1_5139
9_1_3874,Heart,23_1_5139
9_1_3875,ImmuneSystem,23_1_5139
9_1_3876,Scalp,23_1_5139
9_1_3877,AgeState,23_1_5142
9_1_3878,FolicAcid,23_1_273
9_1_3879,FolicAcidDerivative,23_1_273
9_1_3880,Follitropin,23_1_273
9_1_3881,Nodularity,23_1_5146
9_1_3882,Phenomenon,23_1_498
9_1_3883,AllergyProcess,23_1_5147
9_1_3884,ExaminingProcess,23_1_5164
9_1_3885,Joint,23_1_1621
9_1_3886,OedemaSymptom,23_1_5165
9_1_3887,Displacement,23_1_5166
9_1_3888,Foramen,23_1_5169
9_1_3889,Defecation,23_1_3210
9_1_3890,SebaceousGland,23_1_5172
9_1_3891,ExaminingProcess,23_1_5194
9_1_3892,OedemaSymptom,23_1_5195
9_1_3893,Sign,23_1_5194
9_1_3894,SwellingSymptom,23_1_5195
9_1_3895,Symptom,23_1_5194
9_1_3896,PathologicalBodyStructure,23_1_5204
9_1_3897,ForeignBodySymptom,23_1_5205
9_1_3898,ForeignBodySymptom,23_1_5206
9_1_3899,ForeignBodySymptom,23_1_5207
9_1_3900,ForeignBodySymptom,23_1_5208
9_1_3901,ForeignBodySymptom,23_1_5209
9_1_3902,ForeignBodySymptom,23_1_5210
9_1_3903,ForeignBodySymptom,23_1_5211
9_1_3904,ForeignBodySymptom,23_1_5212
9_1_3905,ForeignBodySymptom,23_1_5213
9_1_3906,ForeignBody,23_1_129
9_1_3907,BodyConnection,23_1_206
9_1_3908,DirectionOfTransport,23_1_5214
9_1_3909,Odour,23_1_5216
9_1_3910,SynovialMembrane,23_1_5218
9_1_3911,CostalCartilage,23_1_4191
9_1_3912,DorsalInterosseusMuscleOfFoot,23_1_5230
9_1_3913,DorsalInterosseusMuscleOfHand,23_1_5231
9_1_3914,InterMetatarsalSpace,23_1_4191
9_1_3915,SynovialMembrane,23_1_5235
9_1_3916,LumbricalOfFoot,23_1_5230
9_1_3917,LumbricalOfHand,23_1_5231
9_1_3918,Metacarpal,23_1_4191
9_1_3919,SynovialMembrane,23_1_5239
9_1_3920,DistalMetacarpalHead,23_1_2317
9_1_3921,ProximalPhalangealHead,23_1_5240
9_1_3922,Metatarsal,23_1_4191
9_1_3923,SynovialMembrane,23_1_5242
9_1_3924,DistalMetatarsalHead,23_1_2318
9_1_3925,ProximalPhalangealHead,23_1_5243
9_1_3926,PalmarInterosseusMuscleOfHand,23_1_5231
9_1_3927,PlantarInterosseusMuscleOfFoot,23_1_5230
9_1_3928,SynovialMembrane,23_1_5248
9_1_3929,KeratinNail,23_1_4124
9_1_3930,WebSpace,23_1_4191
9_1_3931,WebSpaceOfFoot,23_1_4191
9_1_3932,WebSpaceOfHand,23_1_4191
9_1_3933,PathologicalBodyStructure,23_1_5257
9_1_3934,Fracture,23_1_5258
9_1_3935,Toughness,23_1_2714
9_1_3936,BodyStructure,23_1_5259
9_1_3937,Transmitting,23_1_5260
9_1_3938,PathologicalBodyStructure,23_1_5261
9_1_3939,Texture,23_1_5262
9_1_3940,Drying,23_1_5266
9_1_3941,Frenulum,23_1_5267
9_1_3942,Frenulum,23_1_2560
9_1_3943,Frenulum,23_1_5268
9_1_3944,Burn,23_1_5269
9_1_3945,VectorForce,23_1_5270
9_1_3946,HairLosingProcess,23_1_5271
9_1_3947,Headache,23_1_5274
9_1_3948,AtrophicLesion,23_1_5278
9_1_3949,SectionOfExtraduralSpace,23_1_5279
9_1_3950,IntracranialSectionOfMeningealSpace,23_1_5279
9_1_3951,SectionOfSubarachnoidSpace,23_1_5279
9_1_3952,SectionOfSubduralSpace,23_1_5279
9_1_3953,ActualCavity,23_1_5284
9_1_3954,ExaminingProcess,23_1_5285
9_1_3955,InflammationLesion,23_1_5286
9_1_3956,Juice,23_1_5287
9_1_3957,ModifierConcept,23_1_5288
9_1_3958,DiseaseCourseStage,23_1_5289
9_1_3959,DetectingProcess,23_1_5291
9_1_3960,InfectionLesion,23_1_5292
9_1_3961,FungalInfectionLesion,23_1_2278
9_1_3962,OrganismReproduction,23_1_5293
9_1_3963,PathologicalBodyStructure,23_1_5294
9_1_3964,ProcessActivity,23_1_5295
